student_id,prolog_score,haskell_score,TotalScore,BinaryScore,avDiffratioAlll,avDiffratioCompleted,avdiffDeadline.1,nmbrDecemberSubs,nmbrCompleteDecemberSubs,nmbrJanuarySubs,nmbrCompleteJanuarySubs,nmbrSuccessTestsJanuary,nbCompleteOnTimeSubs.1,nmbMorningSubsOnTIme,nmbDaySubsOnTIme,nmbNightSubsOnTIme,nmbrAlmostCheat.1,nmbrCheat.1,nmbrCheatOnTime.1,nmbMorningubsOnTImeCompleted,nmbDaySubsOnTImeCompleted,nmbNightSubsOnTImeCompleted,nmbMorningubsOnTImeCompleted.1,nmbDaySubsOnTImeCompleted.1,nmbNightSubsOnTImeCompleted.1,nbMorningCompleteSubs,nDayCompleteSubs,nbNightCompleteSubs,nbMorningSubs,nmbDaySubs,nmbNightSubs,nmbrOctoberSubs,nmbrCompleteOctoberSubs,avNmbrShort_05,avNmbrQuiteShort_075,avNmbrQuiteLong_15,avNmbrLong_2,avNmbrAroundSol_0.25,avStyleLengthCompltedSubsJanuary,avStyleLengthCompltedSubsOctober,avStyleLength,Avsubtime,nmbrCompleteSubs
f883220af8ff8a636c7e96e3c7ccdcbd,9.4,10,19.4,1,0.69,0.83,0.52,1,1,0,0,0,6,0,11,0,2,0,0,0,6,0,0,6,0,0,8,1,0,23,1,13,3,0.46,0.54,0,0,0,0,0,404,2.02E+11,3
05513ef2eb366f6f68416ea7d3567011,9,9,18,1,0.93,1.02,0.87,58,20,0,0,0,18,0,162,0,53,4,1,0,18,0,0,18,0,14,48,0,31,281,0,57,6,0.23,0.32,0,0.02,0.21,0,0,172.58,2.02E+11,6
05d2c848a64a1791e300db97ca357ded,5,5.5,10.5,1,1.28,1.54,0.63,40,9,2,0,3,15,0,97,0,29,2,2,0,15,0,0,15,0,4,25,5,4,137,29,25,8,0.48,0.08,0,0,0.32,0,78,314.35,2.02E+11,8
062bda75337cafdfd614f6ce3765d301,6.8,6,12.8,1,1.09,1.06,0.64,128,14,0,0,0,33,0,282,0,43,0,0,0,33,0,0,33,0,0,44,0,0,329,0,15,10,0.2,0.47,0,0,0.33,0,52,261.18,2.02E+11,10
0724aef9d81e1bd977a0218875e93cd5,7.5,10,17.5,1,0.58,0.63,0.51,6,6,0,0,0,24,0,86,0,8,0,0,0,24,0,0,24,0,0,24,0,0,86,0,55,11,0.49,0.33,0,0,0.18,0,21.82,52.67,2.02E+11,11
591e7af24cc8fbdb35e9a8328e30d014,9,9,18,1,0.67,0.88,0.64,0,0,1,0,4,6,0,43,0,3,1,1,0,6,0,0,6,0,1,11,0,5,76,0,72,11,0.36,0.4,0.03,0.03,0.18,0,88.36,81,2.02E+11,11
36bccec6318a25e3bb197f84479e47f3,10,8,18,1,0.91,1.05,0.61,14,6,25,14,223,16,0,37,0,7,0,0,0,16,0,0,16,0,1,29,0,1,61,0,18,7,0.56,0.22,0,0,0.22,112.57,0,179.07,2.02E+11,7
f75d19c9337e52a71652f7e4ec16288e,8.5,9.5,18,1,1,1.03,1.06,0,0,0,0,0,3,0,7,0,0,0,0,0,3,0,0,3,0,0,3,0,0,7,0,4,2,0,0,0,0,1,0,0,6.67,2.02E+11,2
be2554c8210cde257edcf1d0621570df,8.5,9.5,18,1,0.94,1,1,201,47,0,0,0,50,0,92,0,58,5,3,0,50,0,0,50,0,11,81,0,89,191,0,41,22,0.27,0.17,0.05,0.07,0.29,0,33.82,166.57,2.02E+11,22
6d837d004f734adecfd60777547f9f2a,8.5,9,17.5,1,1.51,1.82,1.64,0,0,0,0,0,4,0,39,0,8,1,0,0,4,0,0,4,0,0,11,0,0,73,0,62,11,0.1,0.11,0,0.34,0.44,0,16.73,16.73,2.02E+11,11
